src,dst,time
7833,9147,90088344
5571,8362,90088394
14812,5638,90088417
7767,7768,90088425
5191,10828,90088628
6319,8073,90088655
10579,8031,90088666
9311,1059,90088700
3618,1453,90088745
3213,8255,90088753
1059,9311,90088800
13095,5292,90088845
13258,6648,90088861
9311,1059,90088930
2810,882,90088960
11741,1634,90089014
12264,14165,90089023
12431,7748,90089087
6547,11947,90089108
4190,7559,90089331
4808,5389,90089403
14771,5880,90089449
1059,9081,90089508
503,12994,90089539
5498,5497,90089645
3597,13352,90089659
8825,12994,90089681
9830,1451,90089893
13934,8455,90089968
4815,14028,90090030
7599,11947,90090119
9147,10329,90090132
5959,4187,90090200
3474,2964,90090250
6523,2800,90090292
6863,12857,90090294
3240,1451,90090327
8810,2964,90090382
1856,3921,90090620
14857,14857,90090654
14680,6304,90090725
3057,8708,90090738
6627,13400,90090779
13218,490,90090802
11772,14437,90090875
4316,6090,90090886
725,13426,90090957
6627,13400,90091011
11075,14722,90091039
3411,6090,90091110
12041,13426,90091149
13287,7285,90091172
14627,8475,90091196
4457,9060,90091211
8982,9652,90091220
6627,13400,90091398
11564,8174,90091548
14858,3025,90091619
14028,4815,90091629
6638,6258,90091636
10155,13243,90091789
6627,13400,90091847
11512,11110,90091895
14823,12833,90091924
14725,11613,90091943
354,7480,90092089
8174,3854,90092090
8492,5049,90092091
3474,7086,90092150
1261,1226,90092152
12715,10361,90092188
5398,6304,90092192
11798,5049,90092242
11075,14722,90092389
3638,13546,90092405
7375,7163,90092425
1634,2940,90092759
3723,5174,90092848
14354,6146,90092856
14354,6146,90092856
14859,6175,90092868
10445,329,90092881
8073,6319,90092924
2940,1634,90093053
5405,1040,90093080
14161,5547,90093096
1040,5405,90093127
725,1059,90093216
9157,8921,90093236
3544,1946,90093283
6090,4316,90093320
1634,2940,90093358
11877,7967,90093518
2940,1634,90093581
12307,10222,90093645
8910,8910,90093699
4381,8085,90093701
12833,14823,90093710
7303,11594,90093728
1059,725,90093788
775,12674,90093792
11100,7404,90093806
2978,863,90093812
2330,4535,90093948
14823,12833,90094057
3861,7404,90094073
4866,5149,90094182
8026,12833,90094226
11760,9550,90094239
84,14860,90094274
4316,6090,90094284
5079,11594,90094303
822,2861,90094370
5778,6335,90094575
2625,11594,90094582
2625,11594,90094592
14759,14846,90094598
10634,8570,90094647
12282,4208,90094669
8570,10634,90094690
13908,10634,90094745
5534,8332,90094752
5183,867,90094774
10634,8570,90094859
5405,9063,90094880
8475,14627,90094898
10174,7974,90094958
12995,13861,90094979
10174,7974,90094983
8570,10634,90094993
10634,8570,90095169
8570,10634,90095273
5292,13095,90095330
13426,725,90095358
5498,5497,90095447
14861,14861,90095555
8837,4815,90095579
4187,5959,90095731
3006,6122,90095812
1587,10146,90095844
882,2810,90095881
6937,5709,90096112
11254,11741,90096180
2579,7624,90096200
3652,11664,90096201
14641,14640,90096238
8273,14143,90096263
2522,11741,90096365
6211,11741,90096420
7840,3453,90096421
1634,11741,90096521
6090,4316,90096556
8884,11164,90096726
11425,6517,90096793
8230,6794,90096803
10025,6392,90097046
14863,14863,90097402
5222,12249,90097415
12455,13798,90097449
14859,14863,90097597
12634,12634,90097703
4345,3192,90097713
13218,14225,90097775
5709,6937,90097791
6937,5709,90097904
3191,11017,90097970
14864,2868,90098079
5288,8666,90098170
6126,881,90098214
6146,14354,90098328
12599,14799,90098386
2203,14799,90098439
7033,2841,90098441
728,4063,90098506
2483,9401,90098513
12473,1798,90098544
4694,5815,90098556
756,1541,90098632
4001,13870,90098640
13870,4001,90098756
11201,9968,90098779
10143,11614,90098901
11512,1570,90098969
1967,11832,90099032
14799,2203,90099188
6318,3275,90099314
12583,3410,90099339
8398,8078,90099363
3093,4529,90099532
3982,9978,90099558
8811,12921,90099588
14307,14865,90099629
11082,4980,90099809
3774,5748,90099822
14823,13272,90099827
6359,2829,90100221
11723,7292,90100235
5437,5437,90100257
5437,5437,90100286
7768,7767,90100310
10352,3900,90100371
4846,1110,90100529
3031,9781,90100744
4063,728,90100801
4063,728,90100806
7731,5604,90100808
6747,4106,90100814
13095,5292,90100824
7811,4302,90100836
10857,6924,90100869
4524,5604,90100873
5604,4524,90101120
10857,6924,90101218
9609,5060,90101313
9968,8339,90101461
9489,988,90101492
7957,2550,90101634
14695,10622,90101864
4674,8432,90101872
14069,10283,90101921
5591,8432,90101980
14855,7974,90102009
2657,8432,90102032
13426,12041,90102111
8418,9459,90102193
10857,6924,90102246
1905,7115,90102264
4311,4312,90102340
12030,7115,90102374
12576,12041,90102461
5296,8432,90102469
4863,4863,90102532
4252,12041,90102573
4988,2821,90102702
920,919,90102848
5149,4866,90102942
12776,11241,90103030
10997,7063,90103042
8105,11546,90103128
8301,8469,90103164
934,14455,90103241
14866,14866,90103451
5448,7915,90103517
4106,6747,90103761
2630,5157,90103834
11995,7136,90103917
14867,14867,90103999
4056,13503,90104105
4190,7559,90104168
14065,9670,90104279
4504,2130,90104291
2130,4504,90104451
14868,13623,90104481
7559,4190,90104615
6787,12987,90104742
11947,7599,90104852
4190,7559,90104857
1968,1968,90104967
4669,2610,90105068
11947,7599,90105152
8432,4674,90105161
7305,5213,90105262
9804,8765,90105475
12455,6662,90105490
12922,3218,90105667
10369,4890,90105754
13901,4083,90105823
4784,5582,90105852
756,158,90105887
14662,5123,90105975
1920,1666,90106066
1807,2966,90106071
9769,8600,90106074
4282,2061,90106102
12715,7101,90106130
8765,9804,90106140
833,1754,90106251
14855,8402,90106319
1843,2061,90106358
8432,5296,90106427
4735,4734,90106428
5213,7305,90106444
5232,42,90106495
5582,4784,90106515
9830,389,90106597
14799,7784,90106605
4282,2061,90106678
14119,14177,90106746
5521,13798,90106773
12987,6787,90106857
13759,12021,90106868
9392,2033,90106930
4173,7464,90106967
2632,7512,90107008
13509,14706,90107063
6787,12987,90107090
40752,6018,90107149
8892,6251,90107214
13272,14823,90107229
4734,4735,90107319
756,5071,90107344
10361,4461,90107347
8310,12079,90107353
13416,13113,90107521
13416,13113,90107538
13091,12138,90107539
4784,5582,90107546
13416,13113,90107556
13017,13017,90107559
13416,13113,90107561
615,3907,90107618
9701,8169,90107682
14215,4406,90107713
1277,1681,90107823
3452,3226,90107843
7344,3422,90107894
14719,7974,90107908
9550,11760,90108014
14366,13400,90108090
8811,8320,90108304
13681,11959,90108329
759,4107,90108348
10675,270,90108431
11947,6547,90108497
260,5789,90108503
9641,14218,90108508
14354,939,90108607
4971,3625,90108643
7021,2417,90108655
11723,14848,90108670
6820,10955,90108706
4816,8667,90108711
545,207,90108769
8895,14713,90108776
4938,787,90108824
6627,6863,90108829
14553,13518,90109035
7694,5087,90109115
11614,10143,90109141
8667,4816,90109181
789,589,90109192
3346,3662,90109195
10955,6820,90109203
11684,11445,90109205
4246,7950,90109249
1681,1277,90109279
6459,8982,90109292
3873,4984,90109314
12138,13091,90109343
3873,4984,90109345
9652,8982,90109364
4780,4704,90109373
1920,8982,90109423
1173,4572,90109518
2867,10261,90109621
3944,2214,90109644
5582,4784,90109658
6258,6638,90109659
12254,8096,90109914
4895,14389,90109924
7063,10997,90109990
5604,7731,90110019
10857,6924,90110053
13218,14195,90110127
14191,14148,90110135
4971,3625,90110210
3723,4476,90110295
2,8503,90110304
14846,14759,90110325
7395,4780,90110332
10857,6924,90110347
14366,6863,90110382
130,1843,90110383
1077,12820,90110388
14869,3198,90110391
1277,1681,90110414
10749,8503,90110460
4758,14759,90110473
4815,10310,90110478
14870,2214,90110490
1681,1277,90110507
3821,2373,90110532
7804,5048,90110549
13243,10155,90110573
11982,6116,90110772
2567,2567,90110775
2726,1374,90110780
270,10675,90110879
14092,14092,90110921
12579,5319,90111122
9063,5405,90111151
10857,10406,90111276
6914,13562,90111355
13365,5544,90111366
694,887,90111376
11760,9550,90111412
13179,14861,90111412
2512,9579,90111432
13798,12455,90111434
3452,13562,90111444
14871,7917,90111450
13398,8390,90111470
10219,12782,90111549
3821,14863,90111587
8398,9872,90111606
14863,3821,90111656
14863,3821,90111674
756,4912,90111725
887,694,90111767
14182,4920,90111827
1277,1681,90111833
7559,4190,90111963
9783,9783,90111965
5060,9609,90111970
694,887,90112054
7036,7037,90112059
14759,4758,90112128
13194,3723,90112161
3624,3624,90112226
2417,7021,90112247
10997,7063,90112323
6955,7549,90112331
10997,7063,90112351
8981,5951,90112386
4819,5978,90112452
8432,2657,90112528
4758,14759,90112594
8469,8301,90112639
5584,12709,90112645
8920,5687,90112682
4002,5335,90112707
13534,6714,90112732
14872,11252,90112751
11252,9090,90112773
14873,10002,90112823
14161,5547,90112847
9050,7033,90112854
7037,7036,90112872
6863,6627,90112912
7033,2841,90112915
13902,12709,90112923
14578,14636,90112966
13562,6914,90112982
3926,5098,90112994
7964,1111,90113022
10146,2567,90113038
12994,8825,90113071
1798,12473,90113209
5978,4819,90113304
11425,13354,90113305
4249,7946,90113319
10086,494,90113452
3926,5098,90113467
14874,14874,90113535
10290,3334,90113542
4081,4082,90113620
14861,6586,90113649
11727,3960,90113677
3926,5098,90113700
5528,12957,90113734
10155,13243,90113874
10002,14873,90113909
6472,10046,90113940
2800,4799,90113969
2800,4799,90113980
11352,9962,90113993
9169,9169,90114032
8273,14279,90114046
8503,2,90114107
14875,8426,90114192
13733,13733,90114283
3926,5098,90114320
1110,4846,90114436
2610,173,90114467
14875,6266,90114469
3907,615,90114555
5776,9243,90114566
2475,1854,90114569
2592,3685,90114704
3226,3452,90114725
2579,12427,90114809
1825,6353,90114818
4899,4899,90114829
13562,3452,90114837
5075,3666,90114858
13562,3452,90114868
6266,14875,90114892
14875,6266,90114958
159,2644,90115006
14713,8895,90115017
8426,14875,90115071
11445,11684,90115076
1159,2650,90115087
14876,12457,90115108
11553,6636,90115124
6266,14875,90115138
3094,3241,90115158
6863,14366,90115199
6807,8784,90115242
5528,6468,90115405
14875,6266,90115429
14129,8405,90115475
12163,12163,90115507
6266,14875,90115548
12528,13831,90115554
14875,8426,90115563
2964,8810,90115575
8426,14875,90115628
12833,14029,90115707
5687,8920,90115763
6646,7335,90115773
787,4938,90115878
5994,14816,90115925
14875,6266,90115928
6627,14794,90115935
4385,4011,90115953
6834,5405,90116054
2567,10146,90116072
1402,2032,90116084
3305,3624,90116111
8784,6807,90116115
6266,14875,90116147
1267,2143,90116185
3624,3305,90116201
4262,2574,90116259
2631,14119,90116301
1856,10689,90116321
4121,9779,90116346
8831,6807,90116394
13090,12457,90116416
14389,4895,90116587
6468,5528,90116628
12455,13798,90116651
12957,5528,90116718
14875,6266,90116730
8007,185,90116756
13287,5528,90116770
10764,5905,90116884
11784,11785,90116897
10764,5905,90116922
603,5579,90116994
2656,4934,90117017
14387,3562,90117051
40753,7694,90117077
10762,10762,90117152
1854,2475,90117163
2932,4084,90117203
6248,5343,90117335
13352,3597,90117412
4928,9370,90117536
5232,6209,90117634
5327,5343,90117665
4890,10369,90117676
12646,12163,90117822
4505,1331,90117863
756,3809,90118084
8615,10369,90118155
431,1489,90118158
2989,1266,90118161
11062,1226,90118302
12138,12126,90118345
3886,5356,90118437
4084,2932,90118639
14029,8026,90118680
4114,11221,90118780
5295,14476,90118909
5405,6834,90118910
7285,13287,90118928
4909,2885,90118945
8369,8221,90118987
14306,8423,90119103
8254,8255,90119172
8810,2964,90119197
6225,1886,90119285
6834,5405,90119297
14724,14279,90119386
6747,4106,90119430
11021,12983,90119492
12983,11021,90119544
3025,3335,90119648
14279,14724,90119664
8254,8255,90119755
6683,13656,90119816
10147,9978,90119866
173,2610,90119936
4808,8933,90119941
2579,7624,90119950
14863,13297,90119953
8254,8255,90119966
6683,9978,90119966
14724,14279,90119968
8966,5497,90120035
13518,14553,90120066
13622,4435,90120089
7033,4435,90120166
1159,2650,90120168
8254,8255,90120289
1237,4799,90120328
11021,11021,90120374
8254,8255,90120485
8966,5497,90120702
2933,3849,90120717
14878,14878,90120821
13287,7285,90121000
9550,11760,90121087
8966,5497,90121283
14876,5442,90121326
9669,14340,90121397
5144,4373,90121428
9002,14209,90121497
6455,7877,90121613
8966,5497,90121782
5739,4909,90122030
13272,10247,90122032
10721,8105,90122047
2376,5577,90122063
2610,3924,90122073
4909,8799,90122100
2710,2709,90122160
1365,1162,90122373
8799,4909,90122476
12401,6732,90122546
2,1804,90122638
4909,8799,90122884
8799,4909,90123020
4909,8799,90123254
8621,6318,90123288
4980,11082,90123327
1804,2,90123385
7316,12458,90123413
8799,4909,90123536
6318,8621,90123597
4846,1110,90123859
4082,4081,90123983
14875,10375,90124043
7292,11723,90124183
5449,6470,90124224
14848,11723,90124263
5449,6470,90124403
9046,592,90124700
10283,14069,90124701
14324,5765,90124821
6459,4328,90125051
2178,3948,90125296
4329,8223,90126380
11805,5384,90126486
3132,11363,90127041
14842,7378,90127336
40052,5440,90127720
350,1036,90127847
6065,14431,90128306
9934,8681,90128484
118,4196,90129186
5197,14795,90130365
14876,5442,90130636
12249,5222,90132254
5442,14876,90132309
9711,12363,90134069
2709,2710,90134189
6714,13534,90134696
14431,6065,90134939
1149,6384,90135444
2557,3713,90136267
11177,11178,90138805
5483,5482,90139488
5483,5482,90139536
5483,5482,90140611
4934,2656,90141321
6002,6932,90142889
9293,14879,90143862
6065,3388,90143918
12987,6787,90144177
1365,6164,90144222
14880,14880,90144356
14824,14825,90144946
8920,5687,90145032
14759,14846,90145175
6801,6286,90145860
12041,7696,90145883
12858,12858,90145960
6296,11270,90146086
8403,10901,90146348
3666,5075,90146903
8611,10901,90146912
5920,6212,90147024
10675,6712,90148384
3496,2889,90148444
4833,337,90148644
9057,324,90148765
3924,2610,90149049
1530,484,90149172
1918,2928,90149215
1271,7982,90149338
4483,8840,90149515
14881,4183,90149576
1530,251,90149686
4920,14182,90150194
9401,2483,90150261
14794,6627,90150370
5393,5394,90150701
11252,14872,90150863
1261,1261,90150956
5394,5393,90151081
484,11239,90151149
1237,3399,90151238
5393,5394,90151257
12838,14377,90151272
14209,9002,90151353
7896,4629,90151549
5394,5393,90151643
4816,8667,90151726
9953,12715,90151797
5393,5394,90151807
1480,2031,90151821
10675,270,90151855
6079,12715,90151910
2610,173,90151943
4669,2775,90151983
10146,1587,90151993
5393,5394,90152030
10361,12715,90152053
6120,5137,90152068
1339,1587,90152082
5393,5394,90152119
1587,1339,90152157
5394,5393,90152179
7101,12715,90152232
2610,173,90152285
173,2610,90152366
1886,6225,90152522
5479,291,90152577
14029,12833,90152879
4621,4435,90152881
7363,13680,90153088
8895,14713,90153304
3475,13223,90153390
10504,4229,90153463
12144,11462,90153598
4316,6090,90153615
4833,689,90153616
10177,9147,90153717
3928,11260,90153758
5520,11260,90153795
3928,11260,90153815
3928,11260,90153820
11864,11260,90153872
6384,1149,90154062
4621,4435,90154160
5520,11260,90154192
118,3955,90154195
11864,11260,90154216
40424,10801,90154250
3928,11260,90154250
6455,8236,90154370
5964,679,90154386
7731,5022,90154398
8223,4329,90154513
3550,1213,90154543
4621,4435,90154604
14587,1610,90154788
4621,4435,90154790
3213,509,90154977
2907,2907,90155062
2861,822,90155134
2805,2804,90155143
11270,6296,90155264
13259,13782,90155301
7549,6955,90155513
5544,9241,90155605
5190,3170,90155674
2804,2805,90155710
5920,8675,90155730
4621,4435,90155775
1587,10146,90155792
3170,5190,90155887
9147,10177,90155902
4274,4406,90155934
3854,8174,90155942
4909,2885,90155993
4274,4406,90155997
12264,13175,90156126
11260,3928,90156160
11260,3928,90156174
11260,3928,90156187
4001,13870,90156543
14818,13357,90156575
6464,4310,90156622
4758,12381,90156652
1271,3246,90156797
14871,5172,90156817
5190,11685,90156974
13046,10493,90156975
1470,5183,90157149
11503,2940,90157254
11594,5079,90157290
11021,12983,90157330
1277,3434,90157382
8503,10749,90157999
7570,3638,90158190
1271,2176,90158283
13971,2678,90158301
1672,3316,90158337
5819,3792,90158422
3638,7570,90158515
4572,1173,90158654
1173,4572,90158833
4232,4231,90158854
6079,9513,90159101
185,8007,90159242
6278,4248,90159575
4106,14115,90159630
3452,3226,90159798
5398,9784,90159830
5494,1538,90159971
13623,14868,90160128
14826,11349,90160339
14115,4106,90160357
118,2781,90160425
12983,11021,90160715
1271,1222,90160763
14192,2840,90160849
6180,10351,90160889
7786,8261,90160921
10177,9147,90161015
206,14109,90161060
10804,8929,90161090
14882,4489,90161098
4909,5739,90161267
14666,14491,90161329
6683,9063,90161338
10896,14729,90161445
6149,256,90161534
8405,14129,90161714
12163,12646,90161748
583,7008,90161826
7893,14883,90161900
8261,8337,90161902
5819,5034,90162006
12646,12163,90162069
4421,4116,90162225
1329,1471,90162280
431,846,90162281
5812,11215,90162331
4106,6747,90162468
12833,14029,90162501
6175,14859,90162516
4329,8223,90162536
6777,7634,90162541
40754,6560,90162560
5329,14155,90162631
14863,14859,90162738
5905,10764,90163068
5905,10764,90163154
256,6149,90163459
6807,8831,90163583
7209,5513,90163670
14324,5765,90163682
9241,5544,90163724
9292,7127,90163842
2311,2506,90163862
7011,5376,90163881
13934,8223,90164043
11503,7986,90164074
13934,8223,90164177
8223,13934,90164194
13430,12220,90164316
4489,14882,90164372
2678,13971,90164419
10757,7015,90164452
8455,13934,90164502
7163,7375,90164508
14338,14338,90164637
5920,5534,90164655
6455,5534,90164682
5233,12772,90164806
3926,5098,90164952
5664,6792,90164990
9887,2385,90165045
3452,13562,90165154
4406,4274,90165177
6066,3234,90165246
1237,3427,90165294
5258,14809,90165295
4406,4274,90165315
11503,1503,90165425
12556,12556,90165675
10209,11682,90165800
2550,7957,90166063
5123,1581,90166104
564,520,90166124
3562,3198,90166239
11682,10209,90166260
14884,14884,90166261
1271,269,90166281
8603,13011,90166405
2805,2804,90166619
13901,12658,90166800
11742,12861,90166828
14155,8756,90166896
10243,2886,90167008
40745,9465,90167061
1530,10379,90167354
10209,11682,90167369
484,10379,90167438
718,1420,90167484
4248,6278,90167565
8938,8766,90167691
9702,1698,90167732
10379,484,90167863
1237,9061,90167909
14489,13741,90167980
1713,12466,90168122
7632,1698,90168201
4516,4664,90168221
12658,13901,90168277
14695,270,90168277
10926,14695,90168335
14866,13538,90168335
10901,8611,90168376
3719,2392,90168376
1698,9702,90168382
270,14695,90168525
1077,4871,90168642
8929,10804,90168815
7375,7163,90168833
1271,6797,90168838
4871,1077,90168851
4448,11877,90168884
2666,3522,90168950
11741,1634,90168959
7632,7581,90168963
5907,5610,90169002
5920,2284,90169107
1530,2877,90169144
3009,2226,90169156
8799,2226,90169186
13175,12264,90169186
12220,13430,90169267
14695,10926,90169268
9673,5107,90169329
11877,4448,90169373
12078,13384,90169490
12028,7634,90169555
10261,2867,90169613
14809,5258,90169632
10926,14695,90169752
13538,14866,90169753
14695,10926,90169880
5991,5822,90169881
7974,14719,90169893
14695,10926,90169900
4375,3688,90169918
10926,14695,90169959
5553,14695,90170011
10086,494,90170025
3207,141,90170027
3714,11877,90170105
13971,2678,90170254
11805,13908,90170305
14695,10926,90170333
12145,12146,90170356
5577,2376,90170440
9689,12146,90170442
11773,12146,90170522
10086,494,90170560
10926,14695,90170586
9945,7634,90170688
5815,4694,90170699
14865,14307,90170735
4674,4323,90170756
14771,1946,90170843
5991,5726,90170890
4556,1236,90170917
5822,5726,90171033
13861,12995,90171113
13835,8709,90171121
5055,5941,90171132
6889,5230,90171192
14793,8709,90171275
12280,14888,90171284
8927,5823,90171330
12899,10301,90171390
5673,7621,90171433
2731,10301,90171462
10804,8929,90171492
14695,270,90171493
8794,7947,90171538
4866,13397,90171572
7947,8794,90171746
4323,4674,90171860
4833,688,90171956
1271,3762,90172021
5843,12540,90172113
5843,12540,90172142
2,11682,90172229
7015,10757,90172269
3275,6318,90172350
11082,4980,90172412
3029,5230,90172419
12234,10167,90172422
6115,13046,90172546
8147,9525,90172556
10493,13046,90172686
3241,3094,90172716
14889,14890,90172724
46,1753,90172779
40088,10453,90172866
4337,9242,90172931
1946,14771,90173055
14832,14832,90173056
12987,7464,90173057
4683,9380,90173074
8924,11975,90173078
194,3677,90173132
8825,12994,90173359
9739,14891,90173426
14892,10379,90173440
13618,13618,90173445
3926,5098,90173784
12861,11742,90173802
6455,10481,90173837
10067,13287,90173845
2493,5621,90173859
4808,11893,90173904
11741,13486,90173932
6196,5964,90174006
13563,12017,90174365
11091,8766,90174369
11682,2,90174408
14883,7893,90174521
2392,3719,90174541
14366,6863,90174596
1365,8428,90174659
2,11682,90174731
14808,14073,90174741
9025,3271,90174756
2,11682,90174797
7026,12243,90174922
14876,5442,90174961
7811,6860,90175214
11682,2,90175228
10301,1211,90175340
13397,4866,90175381
6860,7811,90175479
14893,13115,90175532
11664,3652,90175633
7893,14883,90175815
11060,10088,90175827
7464,12987,90175880
14719,7974,90175996
14799,6260,90176133
3820,12974,90176153
9673,9047,90176382
12146,11773,90176407
1475,14894,90176473
932,3956,90176476
9689,11773,90176557
10147,9445,90176568
6683,9445,90176594
1759,13664,90176701
14695,5553,90176740
3226,3452,90176948
5084,4695,90176986
8229,8718,90177010
6683,6193,90177016
14395,13815,90177167
10210,8718,90177217
9076,6255,90177246
10689,1856,90177272
13664,1759,90177275
13664,1759,90177294
1421,1420,90177302
13815,14395,90177323
12995,13861,90177353
14895,10453,90177362
2397,2398,90177401
11877,3714,90177432
9063,6683,90177453
11550,11550,90177458
12411,13132,90177579
3452,3226,90177638
11890,12243,90177734
251,251,90177738
2610,173,90177759
4866,13397,90177782
4086,5481,90177987
13113,13416,90177999
11021,12983,90178070
12146,9689,90178158
9525,8147,90178187
8993,6151,90178191
11623,11853,90178226
3452,6914,90178260
1581,5123,90178270
6436,6151,90178447
12274,6650,90178448
12809,13416,90178451
11741,6211,90178457
14868,13623,90178536
14896,3922,90178536
14790,12274,90178562
12146,12145,90178569
8216,14387,90178669
3922,14896,90178671
7136,14014,90178684
1271,3682,90178691
9804,14897,90178736
12264,13175,90178803
14170,13132,90178807
13804,13804,90178831
7957,2550,90178833
8966,5497,90178852
11779,2278,90178898
13397,4866,90178963
14014,2057,90179020
7084,13132,90179038
9958,14898,90179089
5343,6248,90179132
5819,6099,90179145
4600,6914,90179153
6863,14366,90179187
12995,12131,90179418
40122,7555,90179497
8709,7917,90179605
14395,13815,90179636
11773,12146,90179683
10167,12234,90179722
12145,12146,90179739
9689,12146,90179800
7063,4815,90179806
13815,14395,90179856
8718,8229,90179922
14846,14759,90180045
4707,4819,90180118
3198,14869,90180224
6085,2800,90180336
14161,2623,90180352
11469,14092,90180383
1271,1905,90180393
14715,13338,90180397
4948,4949,90180511
4909,5779,90180635
12926,472,90180666
14729,10896,90180722
2665,12100,90180769
11971,5571,90180830
13534,6714,90180838
8611,6471,90180973
12146,9689,90181029
9689,12146,90181082
846,431,90181122
9689,9689,90181154
472,12926,90181166
13259,12358,90181219
11727,3960,90181240
12926,472,90181306
14395,13815,90181330
14896,4602,90181376
472,12926,90181458
12926,472,90181510
4856,5043,90181563
12994,11313,90181567
6455,8985,90181604
14092,11469,90181654
10901,8403,90181683
472,12926,90181699
14362,5236,90181717
4145,2305,90181885
13815,14395,90181964
486,499,90181966
8636,8635,90182005
7793,4675,90182006
3256,2144,90182027
5394,14323,90182041
13971,2541,90182089
153,499,90182180
153,499,90182190
988,9489,90182212
8301,8469,90182224
3909,4099,90182277
6792,5664,90182374
4139,3839,90182403
7190,5134,90182425
14899,14884,90182471
6093,5075,90182556
118,8339,90182605
498,499,90182618
4675,7793,90182626
7907,7917,90182764
4704,4685,90182851
7917,7907,90182878
13013,8193,90182950
7731,5604,90183095
6889,5601,90183161
14884,14899,90183175
4683,9380,90183205
14627,10308,90183221
14279,8273,90183234
2541,13971,90183288
5822,5991,90183449
14871,7917,90183539
2678,13971,90183552
9807,8426,90183604
5726,5991,90183788
1304,6128,90183798
7907,7917,90183813
1856,10689,90183818
5819,9088,90183878
14192,2841,90183902
11469,13444,90183922
2601,2800,90183958
12580,12459,90183983
12319,4799,90184011
10351,6180,90184026
942,82,90184051
11469,13444,90184079
4238,11156,90184098
10749,5721,90184111
14154,506,90184129
6648,13258,90184157
14323,5394,90184160
10834,8077,90184231
6955,7549,90184318
11469,13444,90184391
8635,8636,90184400
11773,9689,90184449
7295,5601,90184465
5394,14323,90184562
11469,13444,90184568
3226,10341,90184621
12146,9689,90184637
3610,11110,90184648
2867,10261,90184706
2,8503,90184815
3422,7344,90184849
13137,10219,90184862
14869,3198,90184911
9933,2184,90185006
14323,5394,90185040
5075,6093,90185044
4602,14896,90185112
9689,12146,90185150
9689,11773,90185161
14395,13815,90185364
14902,3692,90185395
10308,14627,90185465
2144,3256,90185524
13815,14395,90185528
13416,12809,90185613
10896,14729,90185721
13357,14818,90185901
8756,14155,90186072
13934,8223,90186107
14395,13815,90186153
7876,6276,90186167
4572,6404,90186174
10341,3226,90186194
8718,10210,90186235
13815,14395,90186258
4476,3723,90186334
14395,13815,90186396
7592,8103,90186396
484,260,90186413
14155,8756,90186419
40136,1480,90186445
11723,14848,90186522
6236,6236,90186529
7356,2467,90186551
8958,5080,90186573
1271,3507,90186585
14904,14342,90186646
14818,13357,90186700
3719,2392,90186739
5153,5622,90186764
4780,4685,90186812
5513,7209,90187000
5341,6489,90187021
14895,10146,90187317
1036,350,90187347
13815,14395,90187428
4815,8837,90187444
6873,9758,90187489
260,5789,90187713
260,484,90187788
5034,822,90187802
7405,7404,90187886
14136,4183,90187905
1110,4846,90187907
7015,7404,90187985
1689,6444,90188009
14366,6863,90188122
10401,7894,90188129
40756,508,90188205
10146,14895,90188318
3075,3075,90188510
4344,6209,90188516
6404,4572,90188549
6093,5075,90188552
1237,1372,90188571
5550,12640,90188610
11239,484,90188688
10485,6707,90188776
13258,6648,90188788
13258,6648,90188810
4962,5145,90188860
6126,881,90188919
939,14354,90188926
10369,4890,90188962
7404,3861,90189028
1137,2841,90189080
1137,2841,90189089
6602,6602,90189143
7418,6714,90189438
9602,6313,90189498
4621,8961,90189854
5604,7731,90190113
11799,5134,90190223
14897,9804,90190271
12017,13563,90190290
11893,4808,90190466
14627,10308,90190542
10913,2135,90190564
1634,11741,90190605
5566,14655,90190669
9978,10147,90190787
14437,11772,90190955
8961,4621,90191066
10757,7015,90191069
14905,904,90191135
7404,7015,90191142
10868,2035,90191168
5294,8115,90191200
4895,14389,90191226
5920,5829,90191288
11469,14092,90191513
8926,9060,90191633
3652,11664,90191678
1309,5510,90191691
14680,5398,90191692
11971,6947,90191764
5442,14876,90191973
8697,12274,90191988
5376,7230,90191995
14655,11896,90192040
7186,1570,90192051
5564,4441,90192125
6464,4310,90192198
6455,5790,90192236
13741,14489,90192294
12809,13416,90192303
11363,3132,90192323
3198,14869,90192359
11239,260,90192545
6683,8341,90192559
14092,11469,90192843
12715,6079,90192932
9513,6079,90192979
8091,13450,90193150
9579,2512,90193218
40210,162,90193346
9728,5722,90193564
291,5479,90193572
5660,2841,90193600
7917,7907,90193685
260,11239,90193746
13241,1937,90193786
14464,162,90193952
4695,5084,90193969
1937,13241,90194110
13563,12017,90194155
13241,1937,90194161
5479,291,90194215
8696,4618,90194227
5660,2841,90194254
3420,3926,90194321
14908,1024,90194347
12131,12995,90194497
9784,5398,90194749
8007,185,90194764
3075,3075,90194795
11799,7190,90194850
5722,9728,90194896
9728,5722,90195026
12606,6202,90195126
4546,4547,90195203
6202,12606,90195381
13908,11805,90195428
6166,14909,90195434
5174,3723,90195515
5991,5726,90195567
5819,2118,90195609
5722,9728,90195613
1698,7632,90195631
5384,11805,90195650
3057,11028,90195650
9728,5722,90195662
4340,5622,90195702
7270,5740,90195785
13455,13450,90195790
6455,5920,90195838
5232,42,90195868
5994,14816,90195884
1610,13354,90195916
5510,1309,90196221
3890,1309,90196356
4125,7549,90196430
2178,685,90196632
4015,1309,90196676
13175,12264,90196754
2867,1309,90196755
7854,10861,90196819
5726,5991,90196874
12228,11474,90196883
14895,10146,90196957
